index,review_id,review_comment_title,Primary Category,Secondary Category
74835,f6362b9da08c0cb3093dd517f5217e39,Avaliação do vendedor,Company,Company
74913,443963c6a26d56f3907ffd3947a1a283,Ótimo ,Positive,Positive
74942,fd28001993786b93c7fe5fcaf5485ed9,Excelente ,Positive,Positive
74974,d527bb1747aa650c31cdd970172c9999,Tudo ´perfeito.,Positive,Positive
75008,1807ebbeff1ee66664dd8d353f1f932c,produto excelente ,Positive,Positive
75041,a653bacfeca91ba1b038b77a5d8781ab,Muito bom,Positive,Positive
75063,88f363e320cdcfc54ab9485aca9d1d1c,10,Positive,Positive
75073,1a468b94f500aacc26c2a826c9a85162,Bom produto ,Positive,Positive
75078,f49020957999ca2dc651427627eb8dbe,Bom,Positive,Positive
75125,4d807c10e7c3c3ab91974c835996aa5f,Excelente,Positive,Positive
75141,62f868210b8b687cd9404a19dfd51fc0,super recomendo,Positive,Positive
75153,b0183f855aa7227348c7eba4ebb2dff0,"Entrega no prazo,",Delivery,Delivery
75157,6b6951c7d142bf5444017f6808bcff9e,Excelente ,Positive,Positive
75192,ea1cf40a6fe8685b1d44608387be45dc,Super recomendado,Positive,Positive
75276,b5a4a2c64eb1078bc97b3cb91e5d9636,Recomendo ,Positive,Positive
75297,b8a36aa1b77a98e947fcc51e69747530,Excelente,Positive,Positive
75334,30bcbe86c74073a77b60b8fd07dd9117,Recomendo,Positive,Positive
75348,4e945ced89908823a68516ba5993ef82,Ótimo,Positive,Positive
75390,c9b5b5d1c345b9fd2c19c1ac53b3ab12,Cadeira,Missing Items,Missing Items
75391,0f58f319db70cbc5e5f6c3a8e5f9d583,5,Positive,Positive
75451,897217ef3e0c96090eee4753cbc09ef7,Ótima loja,Positive,Positive
75521,b25f9de88646156d551688cb59122a9c,Receb,Delivery,Delivery
75543,78626f756e123b41e2893b450d9ec54f,Excelente!,Positive,Positive
75548,90f5c4c558b62c38cec72f7160fbae3f,Melhor preço e Rapidez,Positive,Positive
75575,fc9ad4bdfa435760ac9c335399240651,otimo,Positive,Positive
75631,dd6580bfa5875da8453a2a00c8bd8d06,Bom serviço ,Positive,Positive
75734,1fb95765241895568cea793443478824,10,Positive,Positive
75735,a8b9852b2fd338ae46444fdfb511edcf,Super recomendo.,Positive,Positive
75746,9a3760ecb5f15cda224c1d7b45a15abd,otimo,Positive,Positive
75755,90df990a0dfa863b4735db84d2aecf53,Bom ,Positive,Positive
75759,fcaa556611b774da9b5c8a73040aa76f,Razoável,Positive,Positive
75789,14ac919677fdf59709753ebcbfe5f326,Otimo atendimento ,Positive,Positive
75801,28d4e1efe5f637ebf0ea9a84b00a72fc,Bom,Positive,Positive
75874,6ad9dadbe5938122927699df79fc6b2d,Super Recomendo,Positive,Positive
75898,0a9bbd24af50485d9e18018cfb5bc8c0,Muito bom!!,Positive,Positive
75903,c5a65c97b8ae6b86c640066e37a93269,super recomendo,Positive,Positive
75978,a0ef32d88486d84e2f0061abddd4c3a7,Ótimo ,Positive,Positive
76026,7051dce1203e9627f2ea95966d55dc40,Mal,Deffect,Deffect
76027,62382adb7365ad5a67ba192902376b5c,Vendedor correto.,Positive,Positive
76057,736b1ee880907bcf66929dd4dd6ca51d,recomendo,Positive,Positive
76094,3d29058e19b8997119863b7ff81e7532,A excelente muito Boa ,Positive,Positive
76105,817b4c93b3cbe36a336891d665e37809,Óóótima! Amei!??,Positive,Positive
76208,1c41938013c21cde18f76704c7a5a344,LINDA PULSEIRA,Positive,Positive
76334,026e162329a522bacd2fb46bb6dc3b73,Recebi antes do prazo,Delivery,Delivery
76392,5786986cf92ce0cd03207cc13c76368c,Muito bom,Positive,Positive
76414,1d32061d5b0a9f07e92855556918e28c,Otimo,Positive,Positive
76468,0b0298884b724dbf9c15af107ff14758,Recomrndo,Positive,Positive
76528,a3cac259bfab9ba7668ae8fc36b79ff5,Ainda não recebi ,Missing Items,Missing Items
76533,fb5988c4c14974cf9a5734ec15e6ba67,9,Positive,Positive
76659,8d79c90be907cfc8edd847132afb65f6,Muito bom,Positive,Positive
76685,1ae035ac38a8ba864d9ec2b6fa353f30,Muito bom,Positive,Positive
76743,26e8721b8700ae8f7aaea99d683649c3,Entrega rápida,Delivery,Delivery
76785,76b6e29d5eb1ea1dacbf95d326f31ec4,Pessima,Deffect,Deffect
76854,335a6e4327b9dadf4dd04c78efec578d,Ótima ,Positive,Positive
76903,ce1f46d52af042c7936a40784cd85808,Super recomendo,Positive,Positive
76924,29f4977670ebc945a61684ec7cc46278,Mercadoria,Company,Company
77015,cd3a06bc65317c6680f5f2ee72cb1651,Muito bom,Positive,Positive
77068,881b377296294ef60b947f4d9350d024,Boa,Positive,Positive
77074,9b11a8d2b64a46fa1433825217a3ad18,RECOMENDO,Positive,Positive
77075,81a5cfc2a0f08213ca58a036f04c57ef,Bom ,Positive,Positive
77119,b0928461a70a3a0645db54477e4c5918,Ótimo,Positive,Positive
77189,8b05ce80ea0e2f2b995c671eadf96c1d,Entrega rápida.,Delivery,Delivery
77259,be7df6695d9d5b74fc4727418bf6db0f,EXCELENTE,Positive,Positive
77263,39e526459ab44005cace872b7138141d,recomendo,Positive,Positive
77287,390694c8e7d1bfe3b616a81eeb0a3976,Tudo certo ,Positive,Positive
77378,fe19f7b9541d67c84b9de203ba740c3d,super recomendo,Positive,Positive
77399,4e159e396e2c05f3a7e519be5cfb57d9,Boa Qualidade,Positive,Positive
77469,e225453542988d76cc05f54739ee4cf8,Excelente!,Positive,Positive
77520,50da9f30d55fea7ba6f250d48a336f59,Excelente,Positive,Positive
77536,7d604d3cd0f02e5c4491850d4ea72e9f,bom,Deffect,Deffect
77566,774cb62814e1d7533ab70071e879d276,super recomendo,Positive,Positive
77624,74b985c3afe3957c501dc9ec0330ea99,Perfeito,Positive,Positive
77629,64015bb409865afd38550848ac463fd9,Ótimo produto recomendo,Positive,Positive
77700,b673ee6fabf829465e77c3f21515a045,recomendo,Positive,Positive
77791,1e6a9e53bac1c04a3c75b66d5e2fb477,super recomendo,Positive,Positive
77813,7eaca83e424f001ce8d778c97b02ac16,3,Missing Items,Missing Items
77898,f1b28d8389b384304d4158835b926fac,Excelente produto,Positive,Positive
77953,b5a25f6c2dcfc5b3239fd61c5f78e724,Excelente ,Positive,Positive
77995,9fee00eb54fcab4e3ccfecc513e5735e,Excelente custo beneficio,Positive,Positive
78002,5a0f22ec7c5a9088632cc094a3c07596,super recomendo,Positive,Positive
78019,1f0d730d189c6771af9ea5be6a44b90f,Super recomendo !,Positive,Positive
78052,47c46e926980f961bdd8d1f1107c4384,excelente,Positive,Positive
78060,a6279f05cb65e36cb529aadc1e5a15cc,Recomendo,Positive,Positive
78147,6fcf3f872c82c5734724aa58cb994c58,Recebi mas não testei,Delivery,Delivery
78292,c6664f8b591f965603f11dd76c8d3610,Compra de uma prateleira ,Positive,Positive
78314,cd14079817b0c54fc1be17f07a93d101,Bom,Positive,Positive
78333,00ba453b300ca746613ea9e8f313086e,recomendo,Positive,Positive
78380,960975bd512c2e3c6f54eb7190e06b95,Tudo certo.,Positive,Positive
78413,967105bbfebcd9101ec6c5442dc5866d,recomendo,Positive,Positive
78441,1442533c451447bf087cf97ad744e837,Otimo,Positive,Positive
78469,2b539160e3a49c3108e0a87346aff122,Boa,Positive,Positive
78502,4ab805aafbf4074d85062b94571a956d,Recomendo,Positive,Positive
78516,14daa02b4712c130475a6fd2d7a24df2,satisfeita,Positive,Positive
78622,c1ee66ac91b0ecb6b266f00f802fdfbd,Recebido na data prevista,Delivery,Delivery
78654,9a1cdce307348641592b2e7d583a33fb,TOP,Positive,Positive
78657,736db75dbde6c27e376e1510b1848da6,produto muito bom,Positive,Positive
78693,181c4fbe294a9b914b96a0205f984a36,recomendo a loja e produt,Positive,Positive
78800,42af5f780aab7ccfa39d5bee9c3b49ff,otimo,Positive,Positive
78809,14f6ebe5416d12b0bea1440d548c1555,Ótima,Positive,Positive
78837,9b403c384717779464e1122abcbe662a,Excelente,Positive,Positive
78846,521642439fbff3a61f2bb2a3437371b3,Vem com defeito,Missing Items,Missing Items
78913,69e0c623fe9e89feb09a0c0c7d42d016,Excelente,Positive,Positive
79028,ee32bbc3cd2dc0652a8c8519ec261f59,péssimo,Deffect,Deffect
79127,8a9e6f4c8e36f5ddd272932ef6eb991b,super recomendo,Positive,Positive
79139,bbe9c4ce095bc858fbb4c9898f89903b,Recomendo,Positive,Positive
79274,dc8e9b06490cdc689037359699ee84db,Otimoa ,Positive,Positive
79306,68727bb4fb85528bbfc7542bd950bd27,Recomendo,Positive,Positive
79338,0c46f68a8484d4bd455dafebc61c21c6,Excelente produto,Positive,Positive
79346,ca7886da908d4c81ca3004b91810dd99,Cortina,Positive,Positive
79358,573af2a56f3527369cdd1d3c2f371893,Entrega no prazo ,Delivery,Delivery
79398,dccce5e064541deae00163b6234ae471,"Comprei 02, recebi 01",Delivery,Delivery
79400,2cda57f4e271cfec6b3cd9d9095b5c63,9,Positive,Positive
79426,68b074daf6a4c57fed30fb4fdfc5d6a4,Confiável ,Positive,Positive
79448,884221421e4cf6604e23ac5994437ac3,recomendo,Positive,Positive
79462,c4b8ba8e2d8a14a3d2e2fac13a6cc6e1,Ótimo procuto,Positive,Positive
79478,d37c6e3ec04cb27c973c4059c4db175a,9,Positive,Positive
79507,50cc215e676ac83bf74ee820dadffee8,super recomendo,Positive,Positive
79523,13550808f5e0cd9d757326d211dc8561,Muito bom. ,Positive,Positive
79534,06b0e5703d6d052d201e23cfdab72fa5,Muito bom,Positive,Positive
79555,fff879e16f5afcc79d31222c02801549,recomendo,Positive,Positive
79566,bd2ed804bf785cc13005fc6952507b99,sensacional. recomendo ,Positive,Positive
79629,6149e927f7312eb9c31b5d4546bacd77,Muito bom,Positive,Positive
79662,c4a401ca81fedabca18562581f4960ac,Boa,Positive,Positive
79668,6abc7723e4359c0e6c480aa6326b51b3,Tudo certo,Positive,Positive
79670,bfc8d01b38c02ae2286daec918a1957d,Produto ainda não chegou.,Missing Items,Missing Items
79700,0961039b44d1f3d352ab5700fec4c2d7,entrega pontual,Delivery,Delivery
79727,54f1a13e9a6001b74abcce903615ff10,Excelente ,Positive,Positive
79747,24520fe1b7740a2889fdfa777bf365c3,perfeito,Positive,Positive
79779,78f69b58d6e32b0376dc06bda1b595ce,Recomendo ,Positive,Positive
79789,0422d9cc34e36a7fceafd82d50e577a3,Otimo Produto,Positive,Positive
79809,53c7bb7ec4bada10aa8ba33621e21a22,Recomendo!!,Positive,Positive
79844,c83f3c16e7018b8bc584c377d7eba09a,Ótimo produto,Positive,Positive
79875,cfa570529565a34121ae7f4c80cb8166,Boa,Positive,Positive
79885,0307c5f3383e86af1f5a784fc1eb33a9,Muito boa qualidade,Positive,Positive
79901,68994f64a8b646a99cb7f10b2295f5fa,10 super recomendo,Positive,Positive
79951,543b12408511558b8e4f3df1cf6cea5e,Super Recomendo,Positive,Positive
79969,212bef0edc912401fa781172ad4ae9bc,excelente produto!,Positive,Positive
80100,a6bf97c30662e0273f76fbbb0fc284bf,Bia,Positive,Positive
80105,92f42f3770ad2d6d438a8e7cb7176cdc,Excelente ,Positive,Positive
80123,3eaea9644a69d01dbf55c330a0359b18,cumpriu o prazo,Positive,Positive
80124,c2785f1fe9b71158329babd477448a5e,Éntrega super rápida,Delivery,Delivery
80135,4fce614bb7148214fa79ff369f1effae,super recomendo,Positive,Positive
80190,3f37f99c521cda5236bacefd081fb490,recomendo claro!!!!!,Positive,Positive
80219,c223303fc0b5245fe0070658f38e19a8,Bom,Positive,Positive
80224,e6024e22c0202682369d03516da0b3cb,bom,Deffect,Deffect
80262,1f0acdc4784ab1cf6ca828052d5926a5,Não recebi o produto,Missing Items,Missing Items
80327,7ea2f3375d8288b002992920596e02fb,super recomendo,Positive,Positive
80366,2cfa8e0c989dc8ad7a4f6ea73a9811d8,Otimo,Positive,Positive
80381,7e005868f6be23ce5856294c707c581e,Péssimo produto. ,Wrong Item,Wrong Item
80384,d2ed4af6b1bc14935f4dc69740fa2f91,Ótimo,Positive,Positive
80408,b1fab25179c849cde5daac24025bd3a5,Amei,Positive,Positive
80485,7709ec2c38a2f4e7d56476e6f3b58e68,"Recomendo a todos,top.",Positive,Positive
80524,ee9dd498f97dcd4436e74fa258564b3e,bom atendimento,Positive,Positive
80626,5d19a78311a976f5b486279d3b91072f,Produto entregue no prazo,Delivery,Delivery
80640,bea9cde0b0ea1ece671571048373aa7b,Recebi,Positive,Positive
80755,9e84dd7f70cbd080cea84111105c9277,Excelente,Positive,Positive
80767,e8b035a7f258f645c21f3251bad1cf0d,Entregue no prazo ,Delivery,Delivery
80773,43af9362a9c5cd8d7d5a4faec28d7a1a,8,Positive,Positive
80777,140790afdedf5696c753b3df7d0ffc0e,Ótimo ,Positive,Positive
80784,4639998531defa7a548b5f6c74c2c772,Ótimo atendimento,Positive,Positive
80814,2478905bddae3fb255f2d43e270d6392,8,Positive,Positive
80820,e398397dfe4673e4a2a40b5bcb854646,Recomendo,Positive,Positive
80873,ea7ff746bc464e2eb52c52f2b8d3f3d5,Boa loja,Positive,Positive
80880,9e1476a238f20f9480e0f764411c262a,10,Positive,Positive
80893,2a84003973af09b95056f2f153c52346,10,Positive,Positive
80912,e99ed51ce2ceb13c46575f784abc7b59,excelente,Positive,Positive
80980,a774e4578f59c7903dc319b0fbdf1dec,super recomendo,Positive,Positive
81029,1190944ca3127d321c8c4a0dda24f87e,Muito satisfeito,Positive,Positive
81077,6342179e93b99193f8698b01f179c474,Excelente Compra ,Positive,Positive
81081,a0f8b50aaa9c5eb1801b6d8ece719dd9,Boa compra. REcomendo,Positive,Positive
81160,8cd56d14d5d5e547b3d32a7fe233a688,ENTREGA EM DESACORDO ,Delivery,Delivery
81224,6b79c2963cfd9d73532b7ccc5ac45162,otima,Positive,Positive
81227,f4b7853beb907657dd5abf351fb5c4c4,Ótimo,Positive,Positive
81288,a1387e007c0ea13b34ec1df9b88b1534,"Muito bom, sem demora.",Positive,Positive
81303,6b9c44d921b57b402ba22e967aef8e4c,Kérastase Chronologist - ,Company,Company
81425,ed0ea8500ee654dd26b99cae08ad08dd,Peruca ,Missing Items,Missing Items
81438,329cff03c1cc53541e83f8eb8ec4c5d9,Ameiii,Positive,Positive
81441,99f941267d617acf04070429436ce4d9,tudo ok,Positive,Positive
81448,07131448974da08c768490c9a6c9cdac,Recomendado,Positive,Positive
81500,a21cce42b8df41fdd3c8af9f8c493501,1o,Positive,Positive
81505,da92fae29238c703d94608b747eaa856,Ótimo ,Positive,Positive
81527,49dc2d97a994cfcdb8e209eb3438e4f7,Ótima compra,Positive,Positive
81541,a3f62b179aae4a5073cbdf9f0043730d,Ótimo,Positive,Positive
81548,f1545eeb179b7b09e9906bcef236f8c6,Bonito... Gostei da compr,Positive,Positive
81561,b3b0b13752a807125a06d952076a1f23,Ótimo produto!,Positive,Positive
81589,f29936dcb9271feb2ff52bed013e9e8d,10,Positive,Positive
81634,2a075bc5d5422ea2dc682360d3b741d1,Excelente produto,Positive,Positive
81676,04773339d365922368c826d1afa7b791,muito bom material super ,Positive,Positive
81765,0f7ee0e725d8b0fd5429a6b57c594f8f,Péssimo sist. Entrega!,Delivery,Delivery
81789,e54339df600240fd415a2e1561c2e607,Tudo ótimo! ,Positive,Positive
81810,81cc101ed27e72d084365c582dd962cf,Otimo,Positive,Positive
81816,c5387861a0b35073375722682f4ed963,Regular,Positive,Positive
81849,635af790e7af63184efdae1b7cc7d594,recomendo,Positive,Positive
81950,c6c40b1caf7e48b48b2ad47fa88cf78d,Entrega não foi completa,Delivery,Delivery
82015,bfa3457fbf1a9ec968ffaf00896d785d,super recomendo,Positive,Positive
82063,b5c7c1da8399e4ac3cecdd178984cbda,9,Positive,Positive
82095,49fe5d39eeb85610d86d792492939eac,otimo,Positive,Positive
82102,2928f18ca55f99783f594c7e82e89ff5,Bom,Positive,Positive
82117,d7b4e9d9c4c46dd60c9a371262215ad6,Excelente,Positive,Positive
82123,5dd4c80c133e5659027405d2d38a5cca,Recomendo,Positive,Positive
82150,0782c3132b72ffc718287a941715cd64,ok,Positive,Positive
82220,764b22d21fcd27cc85fdcad1310898ee,Excelente!,Positive,Positive
82322,036e6b3b4dc0b58b3727153d9c97c226,Muito bom!!,Positive,Positive
82333,35147ad73395a08c407173030ad84481,Nao recebir o produto ,Missing Items,Missing Items
82349,8780166f975ecbdecd70e44ce78e59c3,muito bom,Positive,Positive
82362,9a34700b85ee3408487fa555dfad57d4,Muito bom,Positive,Positive
82378,8a8f7d4b4040a2efaea6b0b82ce5fdd9,Muito bom,Positive,Positive
82400,6a0176dc68a63811cb5a8aae3ec2edba,******* super recomendado,Positive,Positive
82424,c0493135532d60097e51d31b4590d69c,super recomendo,Positive,Positive
82528,db784858339e7ed8981e739b28e3b77c,Bom ,Positive,Positive
82561,318313d855aec07516bbb4db64671e3c,Bom produto ,Positive,Positive
82615,e0a54ef863d1e75927bec90357c162c0,ótimo ,Positive,Positive
82633,a6ff8437390fe3f3c9f82b6458220bd8,Excelente,Positive,Positive
82647,ceab01fa9f3a8ce26255c58497f564cd,Nota 10,Positive,Positive
82651,7656364973dfcade9e02e8bcb985af19,9,Positive,Positive
82662,34fe31b9e41f061a079577091b36a5af,super recomendado,Positive,Positive
82663,05ad45cb792d7d6003e13da6afc03d03,Tudo certo,Positive,Positive
82722,ac0ba10e0e5a49b84acf398d1626fede,Tudo ok,Positive,Positive
82767,fd953fb6ab47cab9c102002117508f9d,*****,Positive,Positive
82799,b37bf5dd5be243dae83bcd68657d2637,Excelente,Positive,Positive
82815,6b40fa0d606fc5ba390d9cde1cfb4ed3,Muito bom ,Positive,Positive
82873,443d78a0b73bebcbc5caf07475051cd0,Bom,Positive,Positive
82976,fd82badb54b864d9f6822c35d4094857,Recomendo,Positive,Positive
82991,c9f72462181ac9b02812b9d07f86496c,Recomendado,Positive,Positive
82997,2159cb152ff5e8ef29d52aa932699f1e,Não gostei ,Wrong Item,Wrong Item
83014,e1705b3806d5a32ad8e4e408d91b0eef,excelente,Positive,Positive
83018,150c4f6386d68a6630b6ccbc1c8ba718,super recomendo,Positive,Positive
83054,eeceda7c986e1945c96ca378cb1b089d,Ótimo ,Positive,Positive
83059,f992424777268f2fec40a205e3207e44,Entrega dentro do prazo,Delivery,Delivery
83090,ce9692056afafc0df02dfee8b218b6e5,super recomendo,Positive,Positive
83146,2a80fec37779cd98fc3313e823ed5071,Confiavel 10 ,Positive,Positive
83150,2b64734b57322fa0e38c53a0d6cfc0ac,bom,Deffect,Deffect
83164,d3930e4643860f3dd0c9f75392a9ffa9,10,Positive,Positive
83173,8f1cb6963bdc106dc9b7bd4e2ce39802,refil tinta caneta shaffe,Missing Items,Missing Items
83232,10f9913dfb63a72ab7ee646722dd54a9,*****,Positive,Positive
83245,3c4b9d30b85590d842ade85a6d1f94f8,sandalia hurkus,Missing Items,Missing Items
83281,b827e3a7c175666b315d7a9e5fe5a4b9,Ruim,Deffect,Deffect
83284,d449e2a5f09ca52cc0dce6e6e033f86f,Muito bom ,Positive,Positive
83325,fbe0f722b43c2d1fb86251a84b224363,Excelente ,Positive,Positive
83403,215ff545e14eeb5040f7751e937f4f00,Otimo,Positive,Positive
83436,8a63fc78eb28145d5b7686ab166665ec,Ótimo ,Positive,Positive
83484,a638fd1fffd1ff34df7ec837760181e8,OK,Positive,Positive
83527,5fd0bdb0d39b974ca6696eec8abfd862,super recomendo,Positive,Positive
83547,e9098fdd1ee31422a3a667be2dd6db9d,Ótimo ,Positive,Positive
83552,f08a60aa9a4cf3a1ba2fdc5d99b6d640,recomendo,Positive,Positive
83602,4e6a1eecc3c16e13a646b5f445a384a6,Ótima ,Positive,Positive
83698,bcb3607e6ed3c12ac8cdc0a0a617609b,recomendo com certeza,Positive,Positive
83779,b0307ed079839fa07012532189101bdf,recomendo,Positive,Positive
83784,2c82e0c5967792d7de3e646caf886c7a,*****,Positive,Positive
83806,08e7b57a3777d37d84c49ffb59769600,recomendo 100 por cento,Positive,Positive
83828,5a206fd71855aac6317b3f921f773d5b,chegou no prazo,Delivery,Delivery
83835,fefb0c4bddb4cd743a1590c4ea502eef,Super recomendo,Positive,Positive
83839,16ef1386ed1b3bad143c571e4a1a5f5c,Recomendo,Positive,Positive
83863,4cc406123b61bf79a8e4dd372bb9ca29,Eficaz,Positive,Positive
83894,a867511a478487d79e47c012bdd33e9f,Muito bom ,Positive,Positive
84051,35e4bd86769cd119c939a97bb87693f4,super recomendo,Positive,Positive
84130,a37a4df08414757e210e830244543497,Boa ,Positive,Positive
84136,b4baeb4b35fcc15268dd36bffd89b179,excelente,Positive,Positive
84139,7096ad4bffd239f78cdba05aaae3e889,Compra Berço,Positive,Positive
84144,325230ecdee34dd4cecb36a5838b205e,Boa,Positive,Positive
84198,840fde4e3b9e5115e8616125ed23c0f8,Ótima ,Positive,Positive
84244,ba19d5031fba3d3d1fa5a7d50b737b4f,10,Positive,Positive
84261,edb2c38e4497fce00250330df4217778,otima compra,Positive,Positive
84271,7be289065ce9de503669105e2501df8c,super recomendado,Positive,Positive
84304,696ca0f591d002ce090566efeaf05e34,Super recomendo,Positive,Positive
84347,ad983ec439e5757d4b4d28b901846a9f,10 ,Positive,Positive
84393,0574d9f6657a47a4c1d7cc5f3609282f,Bom,Positive,Positive
84396,331633b33e42f879f3fc353760586c34,muito satisfeito =],Positive,Positive
84438,a2563ee91f5e24b7d57796efcf6c0fc2,SUPER RECOMENDO,Positive,Positive
84442,4a9c3a457a9fb6eb268e6868541b0105,recomendo,Positive,Positive
84458,e95b8f4c64efd959fb70f842976df8f2,Super recomendo,Positive,Positive
84463,087557544a5cc971d56dd94e08bcc5dd,Recomendo,Positive,Positive
84465,ad791eb98392b3cb1ca42d1e576bf59c,Ótima!,Positive,Positive
84475,f539eaaf0e3c3436a104ca994d7203a0,dessa vez veio rápido,Delivery,Delivery
84482,e0d51087bb4c17219db920d1ecbff231,boa,Positive,Positive
84541,db6deb448b47d701bda111387ac062e1,Ainda não recebi o produt,Missing Items,Missing Items
84612,be49ee2b40e082920a3cda169740811d,Ótimo ,Positive,Positive
84664,85362039f966a3b5333bd0915c4cf320,Simples e rápida ,Positive,Positive
84674,bab27db849ccf0fdf3f55e7d7b323e52,Super recomendo,Positive,Positive
84678,9d072345683f81d70fd3cee21aa87b0e,Muito bom,Positive,Positive
84735,8cf15ebfafd666b524c5802a0b0ed8de,5 ESTRELAS,Positive,Positive
84776,3bb9b8c7f0b1b1bd2cc2cf97a4bb87f3,EXCELENTE...,Positive,Positive
84780,3d087d89b686e6152a28b9453f447735,recomendo,Positive,Positive
84786,8675e7f74d983703ee42179fa73d7376,Otimo,Positive,Positive
84832,736b029fe7de0305ebfd17114acfee7c,Super Recomendo,Positive,Positive
84836,cc6806f7d30793cac56841df2da93c07,Otimo,Positive,Positive
84868,c90cb2d704f4fbca0c539dfac96cbb1f,Parabéns,Positive,Positive
84874,c304e049977ff64aaa4537deba8d21d7,No prazo,Delivery,Delivery
84990,ec8cd29360d7031d0d2deee1c4f0df74,Boa,Positive,Positive
85017,bdf5a6725bd52d7cce30a0d5e6f2a4e0,Aquecedor a gas,Positive,Positive
85027,7eb72e6da37271bd2a023ccb44fddfae,super recomendo,Positive,Positive
85064,69fa2d73ed4ba3fa40d52cc95accad4e,Ótima.,Positive,Positive
85105,2181536ac90305df20dba3b5e42f6a42,ótima ,Positive,Positive
85161,86b00582e8398af3afbd3c33de1c45eb,Ótima ,Positive,Positive
85188,7be14d9ad3b4b38a734d20899ef93c5e,10,Positive,Positive
85235,45f593b744cfde96164794362263777f,Adorei!!!,Positive,Positive
85263,f2f23f3393d55628add43207955c1c5c,Recomendo ,Positive,Positive
85265,6cad638384b4899d38420aa91d522119,Ótimo,Positive,Positive
85277,e8cf88a1367a5e70663db4edfe6a29d7,Tudo como prometido,Positive,Positive
85344,f2433c9dd4023f15143cac80862d2ba2,10,Positive,Positive
85399,bba9dfe6bbd4c46270fa9bcf2f4f6b1d,Bom,Positive,Positive
85410,1b1104d2962fe94d4e52f4300b9aea99,Bom,Positive,Positive
85425,1abac05e1e583a75395c1cd4659eba7e,Otimol,Positive,Positive
85488,7799aaed88bb1f6ab1d35c438eb18f6f,Excelente ,Positive,Positive
85576,9a5bd0f1de0700a8cd31622875f35567,Ok,Positive,Positive
85624,9f2f08676e3fb5560684dbace1d78ddb,Não recebimento do produt,Missing Items,Missing Items
85633,4887397e5deb6c3981d29acddb574fb3,regular,Positive,Positive
85652,2500229cae3bfde37d5d47358f4f90a7,Cliente satisfeito. ,Positive,Positive
85722,beb0fc8f3df3d0efe92384025f413bb3,produto de excelente qual,Positive,Positive
85741,9c894f2c67f2719ac5581da901847be9,otima loja!!!!,Positive,Positive
85775,ca7d8c013e2bc655647391fb18c9d0d7,Boa,Positive,Positive
85782,ff5a279e30910b00a59c538d8b7a7cf8,Otimo,Positive,Positive
85805,0914ea08d6559a37f476e63601466a1c,Ótimo ,Positive,Positive
85818,71f80e2639c2edd1748d948af5a3d0dd,bom,Deffect,Deffect
85879,a293b74bec4b3b88caea13029d674735,Não recebi o produto ,Missing Items,Missing Items
85914,a6aa345063f03676c3bec224faa02025,Muito bom,Positive,Positive
85965,8041ef1027bb714056f8b12d185b3d5b,Ótimo vendedor,Positive,Positive
86035,9fdedcb5da88bf7b055c65754073ada4,Muito boa,Positive,Positive
86046,570e97d7a448680f0fe8b0485194a76b,tudo ok,Positive,Positive
86054,54878654e22bcd097293267d5a85fb72,Não recebi o produto,Missing Items,Missing Items
86106,c076691d2fab6cd57ddcb99bc55c4602,super recomendado,Positive,Positive
86111,7427ce5d7779835b4c64087d1533297e,Avaliação positiva,Positive,Positive
86132,67057cdb2fb333e2d631e3b7e86d4eb1,Ótimo ,Positive,Positive
86150,b0d196a2e10e6a184164d4c095668331,Recomendado,Positive,Positive
86218,6c0835c304416bae68efb406b07a28d3,Muito bom,Positive,Positive
86220,c97501bf99594be28968ccf0caa9d599,Super recomendo ,Positive,Positive
86279,47649204ce416708c422893b2bedc10f,Normal,Positive,Positive
86319,63a5d53b4f2c7daddb3082e146e2b0bc,"Produto entregue,",Delivery,Delivery
86386,b10e14bc95aecde1ff6ba56bb523b3d6,Media,Delivery,Delivery
86402,e7b268ac4b9bb7c18baa82a79c373248,Cumpriu o prometido,Delivery,Delivery
86493,895f172fc6b8920d652b266bd0ca2ef8,Ótimo. ,Positive,Positive
86548,b34d71e4fc7ecd3e60ee3e23a545b493,recomendo,Positive,Positive
86555,9e8754217121d3079efbc397ef8c38f3,Recomendo,Positive,Positive
86586,171b956ea6445b79f1805e5e961627ed,recomendo,Positive,Positive
86589,7f0ef1de4e3ab95a899b7a8a7c6788bd,Entrega rápida,Delivery,Delivery
86630,44d4ea87a3647f8c172b911931b615ba,A melhor loja!,Positive,Positive
86734,535a08230928364b7d75182ad0fbec10,Excelente,Positive,Positive
86735,a8cc93182faf7018e4e817048a45385b,Otimo,Positive,Positive
86748,613b079e675ff1ebf69e8ac63bccf38a,Ótimo ,Positive,Positive
86779,f30d1e161a1be3cc5aeed7eccbac45f1,Ótimo,Positive,Positive
86821,4ffd9f7aef49eccd6fe4cc4090f0429a,Produto riscado,Wrong Item,Wrong Item
86822,a280d3812d6da738ba753b9c4626b220,Bom ,Positive,Positive
86823,a014c8fc539f3c0a656140f2ccc808dc,Muito bom,Positive,Positive
86825,9c001bfdae1ff0062ac7080d1d0b3738,Bom,Positive,Positive
86896,9ee5a3f629239415de7e5bc7bfcd4bfc,indico,Positive,Positive
86901,049ac68d179bc7e7ffb4f7fbe740d857,Bom!,Positive,Positive
86910,545bed0286b701fac449a27af622c3fb,Recomendo,Positive,Positive
86919,66ad82a86ed6da08517b4482b0237444,recomendo,Positive,Positive
